qwk,qwk_change,dir_name,datetime,txt
0.48091719170927805,0.4814038743747303,src_2019-03-21_1051_qwk_048091,2019-03-21 10:51:40.526954,"drop main and second Type, main state East West, States_Federal, metadata_crop, VideoAmt"
